timestamp,room,zone,occupied
2025-01-01 00:04,UpstairsHall,4,1
2025-01-01 00:04,Bathroom,4,0
2025-01-01 00:05,LivingRoom,1,0
2025-01-01 00:05,Kitchen,1,0
2025-01-01 00:05,DiningRoom,1,0
2025-01-01 00:05,Office,2,0
2025-01-01 00:05,Laundry,2,0
2025-01-01 00:05,GarageEntry,2,0
2025-01-01 00:05,MasterBedroom,3,0
2025-01-01 00:05,KidsBedroom,3,0
2025-01-01 00:05,GuestBedroom,3,0
2025-01-01 00:05,UpstairsHall,4,1
2025-01-01 00:05,Bathroom,4,0
2025-01-01 00:06,LivingRoom,1,0
2025-01-01 00:06,Kitchen,1,0
2025-01-01 00:06,DiningRoom,1,0
2025-01-01 00:06,Office,2,0
2025-01-01 00:06,Laundry,2,0
2025-01-01 00:06,GarageEntry,2,0
2025-01-01 00:06,MasterBedroom,3,0
2025-01-01 00:06,KidsBedroom,3,0
2025-01-01 00:06,GuestBedroom,3,0
2025-01-01 00:06,UpstairsHall,4,1
2025-01-01 00:06,Bathroom,4,0
2025-01-01 00:07,LivingRoom,1,0
2025-01-01 00:07,Kitchen,1,0
2025-01-01 00:07,DiningRoom,1,0
2025-01-01 00:07,Office,2,0
2025-01-01 00:07,Laundry,2,0
2025-01-01 00:07,GarageEntry,2,0
2025-01-01 00:07,MasterBedroom,3,0
2025-01-01 00:07,KidsBedroom,3,0
2025-01-01 00:07,GuestBedroom,3,0
2025-01-01 00:07,UpstairsHall,4,1
2025-01-01 00:07,Bathroom,4,0
2025-01-01 00:08,LivingRoom,1,0
2025-01-01 00:08,Kitchen,1,0
2025-01-01 00:08,DiningRoom,1,0
2025-01-01 00:08,Office,2,0
2025-01-01 00:08,Laundry,2,0
2025-01-01 00:08,GarageEntry,2,0
2025-01-01 00:08,MasterBedroom,3,0
2025-01-01 00:08,KidsBedroom,3,0
2025-01-01 00:08,GuestBedroom,3,0
2025-01-01 00:08,UpstairsHall,4,1
2025-01-01 00:08,Bathroom,4,0
2025-01-01 00:09,LivingRoom,1,0
2025-01-01 00:09,Kitchen,1,0
2025-01-01 00:09,DiningRoom,1,0
2025-01-01 00:09,Office,2,0
2025-01-01 00:09,Laundry,2,0
2025-01-01 00:09,GarageEntry,2,0
2025-01-01 00:09,MasterBedroom,3,0
2025-01-01 00:09,KidsBedroom,3,0
2025-01-01 00:09,GuestBedroom,3,0
2025-01-01 00:09,UpstairsHall,4,1
2025-01-01 00:09,Bathroom,4,0
2025-01-01 00:10,LivingRoom,1,0
2025-01-01 00:10,Kitchen,1,0
2025-01-01 00:10,DiningRoom,1,0
2025-01-01 00:10,Office,2,0
2025-01-01 00:10,Laundry,2,0
2025-01-01 00:10,GarageEntry,2,0
2025-01-01 00:10,MasterBedroom,3,0
2025-01-01 00:10,KidsBedroom,3,0
2025-01-01 00:10,GuestBedroom,3,0
2025-01-01 00:10,UpstairsHall,4,1
2025-01-01 00:10,Bathroom,4,0
2025-01-01 00:11,LivingRoom,1,0
2025-01-01 00:11,Kitchen,1,0
2025-01-01 00:11,DiningRoom,1,0
2025-01-01 00:11,Office,2,0
2025-01-01 00:11,Laundry,2,0
2025-01-01 00:11,GarageEntry,2,0
2025-01-01 00:11,MasterBedroom,3,0
2025-01-01 00:11,KidsBedroom,3,0
2025-01-01 00:11,GuestBedroom,3,0
2025-01-01 00:11,UpstairsHall,4,1
2025-01-01 00:11,Bathroom,4,0
2025-01-01 00:12,LivingRoom,1,0
2025-01-01 00:12,Kitchen,1,0
2025-01-01 00:12,DiningRoom,1,1
2025-01-01 00:12,Office,2,0
2025-01-01 00:12,Laundry,2,0
2025-01-01 00:12,GarageEntry,2,0
2025-01-01 00:12,MasterBedroom,3,0
2025-01-01 00:12,KidsBedroom,3,0
2025-01-01 00:12,GuestBedroom,3,0
2025-01-01 00:12,UpstairsHall,4,1
2025-01-01 00:12,Bathroom,4,0
2025-01-01 00:13,LivingRoom,1,0
2025-01-01 00:13,Kitchen,1,0
2025-01-01 00:13,DiningRoom,1,1
2025-01-01 00:13,Office,2,0
2025-01-01 00:13,Laundry,2,0
2025-01-01 00:13,GarageEntry,2,0
2025-01-01 00:13,MasterBedroom,3,0
2025-01-01 00:13,KidsBedroom,3,0
2025-01-01 00:13,GuestBedroom,3,0
2025-01-01 00:13,UpstairsHall,4,1
2025-01-01 00:13,Bathroom,4,0
2025-01-01 00:14,LivingRoom,1,0
2025-01-01 00:14,Kitchen,1,0
2025-01-01 00:14,DiningRoom,1,1
2025-01-01 00:14,Office,2,0
2025-01-01 00:14,Laundry,2,0
2025-01-01 00:14,GarageEntry,2,0
2025-01-01 00:14,MasterBedroom,3,0
2025-01-01 00:14,KidsBedroom,3,0
2025-01-01 00:14,GuestBedroom,3,0
2025-01-01 00:14,UpstairsHall,4,1
2025-01-01 00:14,Bathroom,4,0
2025-01-01 00:15,LivingRoom,1,0
2025-01-01 00:15,Kitchen,1,0
2025-01-01 00:15,DiningRoom,1,1
2025-01-01 00:15,Office,2,0
2025-01-01 00:15,Laundry,2,0
2025-01-01 00:15,GarageEntry,2,0
2025-01-01 00:15,MasterBedroom,3,0
2025-01-01 00:15,KidsBedroom,3,0
2025-01-01 00:15,GuestBedroom,3,0
2025-01-01 00:15,UpstairsHall,4,1
2025-01-01 00:15,Bathroom,4,0
2025-01-01 00:16,LivingRoom,1,0
2025-01-01 00:16,Kitchen,1,0
2025-01-01 00:16,DiningRoom,1,1
2025-01-01 00:16,Office,2,0
2025-01-01 00:16,Laundry,2,0
2025-01-01 00:16,GarageEntry,2,0
2025-01-01 00:16,MasterBedroom,3,0
2025-01-01 00:16,KidsBedroom,3,0
2025-01-01 00:16,GuestBedroom,3,0
2025-01-01 00:16,UpstairsHall,4,1
2025-01-01 00:16,Bathroom,4,0
2025-01-01 00:17,LivingRoom,1,0
2025-01-01 00:17,Kitchen,1,0
2025-01-01 00:17,DiningRoom,1,1
2025-01-01 00:17,Office,2,0
2025-01-01 00:17,Laundry,2,0
2025-01-01 00:17,GarageEntry,2,0
2025-01-01 00:17,MasterBedroom,3,0
2025-01-01 00:17,KidsBedroom,3,0
2025-01-01 00:17,GuestBedroom,3,0
2025-01-01 00:17,UpstairsHall,4,1
2025-01-01 00:17,Bathroom,4,0
2025-01-01 00:18,LivingRoom,1,0
2025-01-01 00:18,Kitchen,1,0
2025-01-01 00:18,DiningRoom,1,1
2025-01-01 00:18,Office,2,0
2025-01-01 00:18,Laundry,2,0
2025-01-01 00:18,GarageEntry,2,0
2025-01-01 00:18,MasterBedroom,3,0
2025-01-01 00:18,KidsBedroom,3,0
2025-01-01 00:18,GuestBedroom,3,0
2025-01-01 00:18,UpstairsHall,4,1
2025-01-01 00:18,Bathroom,4,0
2025-01-01 00:19,LivingRoom,1,0
2025-01-01 00:19,Kitchen,1,0
2025-01-01 00:19,DiningRoom,1,1
2025-01-01 00:19,Office,2,0
2025-01-01 00:19,Laundry,2,1
2025-01-01 00:19,GarageEntry,2,0
2025-01-01 00:19,MasterBedroom,3,0
2025-01-01 00:19,KidsBedroom,3,0
2025-01-01 00:19,GuestBedroom,3,0
2025-01-01 00:19,UpstairsHall,4,1
2025-01-01 00:19,Bathroom,4,0
2025-01-01 00:20,LivingRoom,1,0
2025-01-01 00:20,Kitchen,1,0
2025-01-01 00:20,DiningRoom,1,1
2025-01-01 00:20,Office,2,0
2025-01-01 00:20,Laundry,2,1
2025-01-01 00:20,GarageEntry,2,0
2025-01-01 00:20,MasterBedroom,3,0
2025-01-01 00:20,KidsBedroom,3,0
2025-01-01 00:20,GuestBedroom,3,0
2025-01-01 00:20,UpstairsHall,4,1
2025-01-01 00:20,Bathroom,4,0
2025-01-01 00:21,LivingRoom,1,0
2025-01-01 00:21,Kitchen,1,0
2025-01-01 00:21,DiningRoom,1,1
2025-01-01 00:21,Office,2,0
2025-01-01 00:21,Laundry,2,1
2025-01-01 00:21,GarageEntry,2,0
2025-01-01 00:21,MasterBedroom,3,0
2025-01-01 00:21,KidsBedroom,3,0
2025-01-01 00:21,GuestBedroom,3,0
2025-01-01 00:21,UpstairsHall,4,1
2025-01-01 00:21,Bathroom,4,0
2025-01-01 00:22,LivingRoom,1,0
2025-01-01 00:22,Kitchen,1,0
2025-01-01 00:22,DiningRoom,1,1
2025-01-01 00:22,Office,2,0
2025-01-01 00:22,Laundry,2,1
2025-01-01 00:22,GarageEntry,2,0
2025-01-01 00:22,MasterBedroom,3,0
2025-01-01 00:22,KidsBedroom,3,0
2025-01-01 00:22,GuestBedroom,3,1
2025-01-01 00:22,UpstairsHall,4,1
2025-01-01 00:22,Bathroom,4,0
2025-01-01 00:23,LivingRoom,1,0
2025-01-01 00:23,Kitchen,1,0
2025-01-01 00:23,DiningRoom,1,1
2025-01-01 00:23,Office,2,0
2025-01-01 00:23,Laundry,2,1
2025-01-01 00:23,GarageEntry,2,0
2025-01-01 00:23,MasterBedroom,3,0
2025-01-01 00:23,KidsBedroom,3,0
2025-01-01 00:23,GuestBedroom,3,1
2025-01-01 00:23,UpstairsHall,4,1
2025-01-01 00:23,Bathroom,4,0
2025-01-01 00:24,LivingRoom,1,0
2025-01-01 00:24,Kitchen,1,0
2025-01-01 00:24,DiningRoom,1,1
2025-01-01 00:24,Office,2,0
2025-01-01 00:24,Laundry,2,1
2025-01-01 00:24,GarageEntry,2,0
2025-01-01 00:24,MasterBedroom,3,0
2025-01-01 00:24,KidsBedroom,3,1
2025-01-01 00:24,GuestBedroom,3,1
2025-01-01 00:24,UpstairsHall,4,1
2025-01-01 00:24,Bathroom,4,0
2025-01-01 00:25,LivingRoom,1,0
2025-01-01 00:25,Kitchen,1,0
2025-01-01 00:25,DiningRoom,1,1
2025-01-01 00:25,Office,2,0
2025-01-01 00:25,Laundry,2,1
2025-01-01 00:25,GarageEntry,2,0
2025-01-01 00:25,MasterBedroom,3,0
2025-01-01 00:25,KidsBedroom,3,1
2025-01-01 00:25,GuestBedroom,3,0
2025-01-01 00:25,UpstairsHall,4,1
2025-01-01 00:25,Bathroom,4,0
2025-01-01 00:26,LivingRoom,1,0
2025-01-01 00:26,Kitchen,1,0
2025-01-01 00:26,DiningRoom,1,1
2025-01-01 00:26,Office,2,0
2025-01-01 00:26,Laundry,2,1
2025-01-01 00:26,GarageEntry,2,0
2025-01-01 00:26,MasterBedroom,3,0
2025-01-01 00:26,KidsBedroom,3,1
2025-01-01 00:26,GuestBedroom,3,1
2025-01-01 00:26,UpstairsHall,4,1
2025-01-01 00:26,Bathroom,4,0
2025-01-01 00:27,LivingRoom,1,0
2025-01-01 00:27,Kitchen,1,0
2025-01-01 00:27,DiningRoom,1,0
2025-01-01 00:27,Office,2,0
2025-01-01 00:27,Laundry,2,1
2025-01-01 00:27,GarageEntry,2,0
2025-01-01 00:27,MasterBedroom,3,0
2025-01-01 00:27,KidsBedroom,3,1
2025-01-01 00:27,GuestBedroom,3,1
2025-01-01 00:27,UpstairsHall,4,1
2025-01-01 00:27,Bathroom,4,0
2025-01-01 00:28,LivingRoom,1,0
2025-01-01 00:28,Kitchen,1,0
2025-01-01 00:28,DiningRoom,1,0
2025-01-01 00:28,Office,2,0
2025-01-01 00:28,Laundry,2,1
2025-01-01 00:28,GarageEntry,2,0
2025-01-01 00:28,MasterBedroom,3,0
2025-01-01 00:28,KidsBedroom,3,1
2025-01-01 00:28,GuestBedroom,3,1
2025-01-01 00:28,UpstairsHall,4,1
2025-01-01 00:28,Bathroom,4,0
2025-01-01 00:29,LivingRoom,1,0
2025-01-01 00:29,Kitchen,1,0
2025-01-01 00:29,DiningRoom,1,0
2025-01-01 00:29,Office,2,0
2025-01-01 00:29,Laundry,2,1
2025-01-01 00:29,GarageEntry,2,0
2025-01-01 00:29,MasterBedroom,3,1
2025-01-01 00:29,KidsBedroom,3,1
2025-01-01 00:29,GuestBedroom,3,1
2025-01-01 00:29,UpstairsHall,4,1
2025-01-01 00:29,Bathroom,4,0
2025-01-01 00:30,LivingRoom,1,0
2025-01-01 00:30,Kitchen,1,0
2025-01-01 00:30,DiningRoom,1,0
2025-01-01 00:30,Office,2,0
2025-01-01 00:30,Laundry,2,1
2025-01-01 00:30,GarageEntry,2,0
2025-01-01 00:30,MasterBedroom,3,1
2025-01-01 00:30,KidsBedroom,3,1
2025-01-01 00:30,GuestBedroom,3,1
2025-01-01 00:30,UpstairsHall,4,1
2025-01-01 00:30,Bathroom,4,0
2025-01-01 00:31,LivingRoom,1,0
2025-01-01 00:31,Kitchen,1,0
2025-01-01 00:31,DiningRoom,1,0
2025-01-01 00:31,Office,2,0
2025-01-01 00:31,Laundry,2,1
2025-01-01 00:31,GarageEntry,2,0
2025-01-01 00:31,MasterBedroom,3,1
2025-01-01 00:31,KidsBedroom,3,1
2025-01-01 00:31,GuestBedroom,3,1
2025-01-01 00:31,UpstairsHall,4,1
2025-01-01 00:31,Bathroom,4,0
2025-01-01 00:32,LivingRoom,1,0
2025-01-01 00:32,Kitchen,1,0
2025-01-01 00:32,DiningRoom,1,0
2025-01-01 00:32,Office,2,0
2025-01-01 00:32,Laundry,2,1
2025-01-01 00:32,GarageEntry,2,0
2025-01-01 00:32,MasterBedroom,3,1
2025-01-01 00:32,KidsBedroom,3,1
2025-01-01 00:32,GuestBedroom,3,0
2025-01-01 00:32,UpstairsHall,4,1
2025-01-01 00:32,Bathroom,4,0
2025-01-01 00:33,LivingRoom,1,0
2025-01-01 00:33,Kitchen,1,0
2025-01-01 00:33,DiningRoom,1,0
2025-01-01 00:33,Office,2,0
2025-01-01 00:33,Laundry,2,1
2025-01-01 00:33,GarageEntry,2,0
2025-01-01 00:33,MasterBedroom,3,1
2025-01-01 00:33,KidsBedroom,3,1
2025-01-01 00:33,GuestBedroom,3,0
2025-01-01 00:33,UpstairsHall,4,0
2025-01-01 00:33,Bathroom,4,0
2025-01-01 00:34,LivingRoom,1,0
2025-01-01 00:34,Kitchen,1,0
2025-01-01 00:34,DiningRoom,1,0
2025-01-01 00:34,Office,2,0
2025-01-01 00:34,Laundry,2,1
2025-01-01 00:34,GarageEntry,2,0
2025-01-01 00:34,MasterBedroom,3,1
2025-01-01 00:34,KidsBedroom,3,1
2025-01-01 00:34,GuestBedroom,3,0
2025-01-01 00:34,UpstairsHall,4,0
2025-01-01 00:34,Bathroom,4,0
2025-01-01 00:35,LivingRoom,1,0
2025-01-01 00:35,Kitchen,1,0
2025-01-01 00:35,DiningRoom,1,0
2025-01-01 00:35,Office,2,0
2025-01-01 00:35,Laundry,2,1
2025-01-01 00:35,GarageEntry,2,0
2025-01-01 00:35,MasterBedroom,3,1
2025-01-01 00:35,KidsBedroom,3,1
2025-01-01 00:35,GuestBedroom,3,0
2025-01-01 00:35,UpstairsHall,4,0
2025-01-01 00:35,Bathroom,4,0
2025-01-01 00:36,LivingRoom,1,0
2025-01-01 00:36,Kitchen,1,0
2025-01-01 00:36,DiningRoom,1,0
2025-01-01 00:36,Office,2,0
2025-01-01 00:36,Laundry,2,1
2025-01-01 00:36,GarageEntry,2,0
2025-01-01 00:36,MasterBedroom,3,1
2025-01-01 00:36,KidsBedroom,3,1
2025-01-01 00:36,GuestBedroom,3,0
2025-01-01 00:36,UpstairsHall,4,0
2025-01-01 00:36,Bathroom,4,0
2025-01-01 00:37,LivingRoom,1,0
2025-01-01 00:37,Kitchen,1,0
2025-01-01 00:37,DiningRoom,1,0
2025-01-01 00:37,Office,2,0
2025-01-01 00:37,Laundry,2,1
2025-01-01 00:37,GarageEntry,2,0
2025-01-01 00:37,MasterBedroom,3,1
2025-01-01 00:37,KidsBedroom,3,1
2025-01-01 00:37,GuestBedroom,3,0
2025-01-01 00:37,UpstairsHall,4,0
2025-01-01 00:37,Bathroom,4,0
2025-01-01 00:38,LivingRoom,1,0
2025-01-01 00:38,Kitchen,1,0
2025-01-01 00:38,DiningRoom,1,0
2025-01-01 00:38,Office,2,0
2025-01-01 00:38,Laundry,2,1
2025-01-01 00:38,GarageEntry,2,0
2025-01-01 00:38,MasterBedroom,3,1
2025-01-01 00:38,KidsBedroom,3,1
2025-01-01 00:38,GuestBedroom,3,0
2025-01-01 00:38,UpstairsHall,4,0
2025-01-01 00:38,Bathroom,4,0
2025-01-01 00:39,LivingRoom,1,0
2025-01-01 00:39,Kitchen,1,0
2025-01-01 00:39,DiningRoom,1,0
2025-01-01 00:39,Office,2,0
2025-01-01 00:39,Laundry,2,1
2025-01-01 00:39,GarageEntry,2,0
2025-01-01 00:39,MasterBedroom,3,1
2025-01-01 00:39,KidsBedroom,3,1
2025-01-01 00:39,GuestBedroom,3,0
2025-01-01 00:39,UpstairsHall,4,0
2025-01-01 00:39,Bathroom,4,0
2025-01-01 00:40,LivingRoom,1,0
2025-01-01 00:40,Kitchen,1,0
2025-01-01 00:40,DiningRoom,1,0
2025-01-01 00:40,Office,2,0
2025-01-01 00:40,Laundry,2,1
2025-01-01 00:40,GarageEntry,2,0
2025-01-01 00:40,MasterBedroom,3,1
2025-01-01 00:40,KidsBedroom,3,1
2025-01-01 00:40,GuestBedroom,3,0
2025-01-01 00:40,UpstairsHall,4,0
2025-01-01 00:40,Bathroom,4,0
2025-01-01 00:41,LivingRoom,1,0
2025-01-01 00:41,Kitchen,1,0
2025-01-01 00:41,DiningRoom,1,0
2025-01-01 00:41,Office,2,0
2025-01-01 00:41,Laundry,2,1
2025-01-01 00:41,GarageEntry,2,0
2025-01-01 00:41,MasterBedroom,3,1
2025-01-01 00:41,KidsBedroom,3,1
2025-01-01 00:41,GuestBedroom,3,0
2025-01-01 00:41,UpstairsHall,4,0
2025-01-01 00:41,Bathroom,4,0
2025-01-01 00:42,LivingRoom,1,0
2025-01-01 00:42,Kitchen,1,0
2025-01-01 00:42,DiningRoom,1,0
2025-01-01 00:42,Office,2,0
2025-01-01 00:42,Laundry,2,1
2025-01-01 00:42,GarageEntry,2,0
2025-01-01 00:42,MasterBedroom,3,1
2025-01-01 00:42,KidsBedroom,3,1
2025-01-01 00:42,GuestBedroom,3,0
2025-01-01 00:42,UpstairsHall,4,0
2025-01-01 00:42,Bathroom,4,0
2025-01-01 00:43,LivingRoom,1,0
2025-01-01 00:43,Kitchen,1,0
2025-01-01 00:43,DiningRoom,1,0
2025-01-01 00:43,Office,2,0
2025-01-01 00:43,Laundry,2,1
2025-01-01 00:43,GarageEntry,2,0
2025-01-01 00:43,MasterBedroom,3,1
2025-01-01 00:43,KidsBedroom,3,1
2025-01-01 00:43,GuestBedroom,3,0
2025-01-01 00:43,UpstairsHall,4,0
2025-01-01 00:43,Bathroom,4,0
2025-01-01 00:44,LivingRoom,1,0
2025-01-01 00:44,Kitchen,1,0
2025-01-01 00:44,DiningRoom,1,0
2025-01-01 00:44,Office,2,0
2025-01-01 00:44,Laundry,2,0
2025-01-01 00:44,GarageEntry,2,0
2025-01-01 00:44,MasterBedroom,3,1
2025-01-01 00:44,KidsBedroom,3,1
2025-01-01 00:44,GuestBedroom,3,0
2025-01-01 00:44,UpstairsHall,4,0
2025-01-01 00:44,Bathroom,4,0
2025-01-01 00:45,LivingRoom,1,0
2025-01-01 00:45,Kitchen,1,0
2025-01-01 00:45,DiningRoom,1,0
2025-01-01 00:45,Office,2,0
2025-01-01 00:45,Laundry,2,0
2025-01-01 00:45,GarageEntry,2,0
2025-01-01 00:45,MasterBedroom,3,1
2025-01-01 00:45,KidsBedroom,3,1
2025-01-01 00:45,GuestBedroom,3,0
2025-01-01 00:45,UpstairsHall,4,0
2025-01-01 00:45,Bathroom,4,0
2025-01-01 00:46,LivingRoom,1,0
2025-01-01 00:46,Kitchen,1,0
2025-01-01 00:46,DiningRoom,1,0
2025-01-01 00:46,Office,2,0
2025-01-01 00:46,Laundry,2,0
2025-01-01 00:46,GarageEntry,2,0
2025-01-01 00:46,MasterBedroom,3,1
2025-01-01 00:46,KidsBedroom,3,1
2025-01-01 00:46,GuestBedroom,3,0
2025-01-01 00:46,UpstairsHall,4,0
2025-01-01 00:46,Bathroom,4,0
2025-01-01 00:47,LivingRoom,1,0
2025-01-01 00:47,Kitchen,1,0
2025-01-01 00:47,DiningRoom,1,0
2025-01-01 00:47,Office,2,0
2025-01-01 00:47,Laundry,2,0
2025-01-01 00:47,GarageEntry,2,0
2025-01-01 00:47,MasterBedroom,3,1
2025-01-01 00:47,KidsBedroom,3,1
2025-01-01 00:47,GuestBedroom,3,0
2025-01-01 00:47,UpstairsHall,4,0
2025-01-01 00:47,Bathroom,4,0
2025-01-01 00:48,LivingRoom,1,0
2025-01-01 00:48,Kitchen,1,0
2025-01-01 00:48,DiningRoom,1,0
2025-01-01 00:48,Office,2,0
2025-01-01 00:48,Laundry,2,0
2025-01-01 00:48,GarageEntry,2,0
2025-01-01 00:48,MasterBedroom,3,0
2025-01-01 00:48,KidsBedroom,3,1
2025-01-01 00:48,GuestBedroom,3,0
2025-01-01 00:48,UpstairsHall,4,0
2025-01-01 00:48,Bathroom,4,0
2025-01-01 00:49,LivingRoom,1,0
2025-01-01 00:49,Kitchen,1,0
2025-01-01 00:49,DiningRoom,1,0
2025-01-01 00:49,Office,2,0
2025-01-01 00:49,Laundry,2,0
2025-01-01 00:49,GarageEntry,2,0
2025-01-01 00:49,MasterBedroom,3,1
2025-01-01 00:49,KidsBedroom,3,1
2025-01-01 00:49,GuestBedroom,3,0
2025-01-01 00:49,UpstairsHall,4,0
2025-01-01 00:49,Bathroom,4,0
2025-01-01 00:50,LivingRoom,1,0
2025-01-01 00:50,Kitchen,1,0
2025-01-01 00:50,DiningRoom,1,0
2025-01-01 00:50,Office,2,0
2025-01-01 00:50,Laundry,2,0
2025-01-01 00:50,GarageEntry,2,0
2025-01-01 00:50,MasterBedroom,3,1
2025-01-01 00:50,KidsBedroom,3,1
2025-01-01 00:50,GuestBedroom,3,0
2025-01-01 00:50,UpstairsHall,4,0
2025-01-01 00:50,Bathroom,4,0
2025-01-01 00:51,LivingRoom,1,0
2025-01-01 00:51,Kitchen,1,0
2025-01-01 00:51,DiningRoom,1,0
2025-01-01 00:51,Office,2,0
2025-01-01 00:51,Laundry,2,0
2025-01-01 00:51,GarageEntry,2,0
2025-01-01 00:51,MasterBedroom,3,1
2025-01-01 00:51,KidsBedroom,3,1
2025-01-01 00:51,GuestBedroom,3,1
2025-01-01 00:51,UpstairsHall,4,0
2025-01-01 00:51,Bathroom,4,0
2025-01-01 00:52,LivingRoom,1,0
2025-01-01 00:52,Kitchen,1,0
2025-01-01 00:52,DiningRoom,1,0
2025-01-01 00:52,Office,2,0
2025-01-01 00:52,Laundry,2,0
2025-01-01 00:52,GarageEntry,2,0
2025-01-01 00:52,MasterBedroom,3,1
2025-01-01 00:52,KidsBedroom,3,1
2025-01-01 00:52,GuestBedroom,3,1
2025-01-01 00:52,UpstairsHall,4,0
2025-01-01 00:52,Bathroom,4,0
2025-01-01 00:53,LivingRoom,1,0
2025-01-01 00:53,Kitchen,1,0
2025-01-01 00:53,DiningRoom,1,0
2025-01-01 00:53,Office,2,0
2025-01-01 00:53,Laundry,2,0
2025-01-01 00:53,GarageEntry,2,0
2025-01-01 00:53,MasterBedroom,3,1
2025-01-01 00:53,KidsBedroom,3,1
2025-01-01 00:53,GuestBedroom,3,1
2025-01-01 00:53,UpstairsHall,4,0
2025-01-01 00:53,Bathroom,4,0
2025-01-01 00:54,LivingRoom,1,0
2025-01-01 00:54,Kitchen,1,0
2025-01-01 00:54,DiningRoom,1,0
2025-01-01 00:54,Office,2,0
2025-01-01 00:54,Laundry,2,0
2025-01-01 00:54,GarageEntry,2,0
2025-01-01 00:54,MasterBedroom,3,1
2025-01-01 00:54,KidsBedroom,3,1
2025-01-01 00:54,GuestBedroom,3,1
2025-01-01 00:54,UpstairsHall,4,0
2025-01-01 00:54,Bathroom,4,0
2025-01-01 00:55,LivingRoom,1,0
2025-01-01 00:55,Kitchen,1,0
2025-01-01 00:55,DiningRoom,1,0
2025-01-01 00:55,Office,2,0
2025-01-01 00:55,Laundry,2,0
2025-01-01 00:55,GarageEntry,2,0
2025-01-01 00:55,MasterBedroom,3,1
2025-01-01 00:55,KidsBedroom,3,1
2025-01-01 00:55,GuestBedroom,3,1
2025-01-01 00:55,UpstairsHall,4,0
2025-01-01 00:55,Bathroom,4,0
2025-01-01 00:56,LivingRoom,1,0
2025-01-01 00:56,Kitchen,1,0
2025-01-01 00:56,DiningRoom,1,0
2025-01-01 00:56,Office,2,0
2025-01-01 00:56,Laundry,2,0
2025-01-01 00:56,GarageEntry,2,0
2025-01-01 00:56,MasterBedroom,3,1
2025-01-01 00:56,KidsBedroom,3,1
2025-01-01 00:56,GuestBedroom,3,1
2025-01-01 00:56,UpstairsHall,4,0
2025-01-01 00:56,Bathroom,4,0
2025-01-01 00:57,LivingRoom,1,0
2025-01-01 00:57,Kitchen,1,0
2025-01-01 00:57,DiningRoom,1,0
2025-01-01 00:57,Office,2,0
2025-01-01 00:57,Laundry,2,0
2025-01-01 00:57,GarageEntry,2,0
2025-01-01 00:57,MasterBedroom,3,1
2025-01-01 00:57,KidsBedroom,3,1
2025-01-01 00:57,GuestBedroom,3,1
2025-01-01 00:57,UpstairsHall,4,0
2025-01-01 00:57,Bathroom,4,0
2025-01-01 00:58,LivingRoom,1,0
2025-01-01 00:58,Kitchen,1,0
2025-01-01 00:58,DiningRoom,1,0
2025-01-01 00:58,Office,2,0
2025-01-01 00:58,Laundry,2,0
2025-01-01 00:58,GarageEntry,2,0
2025-01-01 00:58,MasterBedroom,3,1
